ip开始地址,ip结束地址,国家,省,市,地区,,
203.211.0.0,203.211.31.255,中国,台湾省,,,,
203.211.32.0,203.211.55.255,日本,,,,,
203.211.56.0,203.211.63.255,,,,亚洲网络信息中心,,
203.211.64.0,203.211.127.255,新西兰,,,,,
203.211.128.0,203.211.159.255,新加坡,,,,,
203.211.160.0,203.211.255.255,日本,,,,,
203.212.0.0,203.212.15.255,中国,北京市,北京市,网宿科技,,
203.212.16.0,203.212.23.255,澳大利亚,,,,,
203.212.24.0,203.212.31.255,,,,亚洲网络信息中心,,
203.212.32.0,203.212.63.255,日本,,,,,
203.212.64.0,203.212.79.255,印度,,,,,
203.212.80.0,203.212.95.255,中国,北京市,北京市,,,
203.212.96.0,203.212.127.255,韩国,,,,,
203.212.128.0,203.212.159.255,澳大利亚,,,,,
203.212.160.0,203.212.191.255,韩国,,,,,
203.212.192.0,203.212.255.255,印度,,,,,
203.213.0.0,203.213.159.255,澳大利亚,,,,,
203.213.160.0,203.213.191.255,日本,,,,,
203.213.192.0,203.213.223.255,菲律宾,,,,,
203.213.224.0,203.215.31.255,澳大利亚,,,,,
203.215.32.0,203.215.47.255,阿富汗,,,,,
203.215.48.0,203.215.63.255,,,,亚洲网络信息中心,,
203.215.64.0,203.215.127.255,菲律宾,,,,,
203.215.128.0,203.215.159.255,澳大利亚,,,,,
203.215.160.0,203.215.191.255,巴基斯坦,,,,,
203.215.192.0,203.215.223.255,韩国,,,,,
203.215.224.0,203.215.231.255,日本,,,,,
203.215.232.0,203.215.239.255,菲律宾,,,,,
203.215.240.0,203.215.255.255,中国,香港特别行政区,,,,
203.216.0.0,203.216.159.255,日本,,,,,
203.216.160.0,203.216.191.255,韩国,,,,,
203.216.192.0,203.216.255.255,日本,,,,,
203.217.0.0,203.217.95.255,澳大利亚,,,,,
203.217.96.0,203.217.127.255,中国,台湾省,,,,
203.217.128.0,203.217.255.255,,,,亚洲网络信息中心,,
203.218.0.0,203.218.255.255,中国,香港特别行政区,,,,
203.219.0.0,203.221.255.255,澳大利亚,,,,,
203.222.0.0,203.222.31.255,中国,台湾省,,永大数位动力公司,,
203.222.32.0,203.222.63.255,Sprint,,,,,
203.222.64.0,203.222.159.255,澳大利亚,,,,,
203.222.160.0,203.222.191.255,美国,,,Sprint亚太区网络,,
203.222.192.0,203.222.207.255,中国,香港特别行政区,,,,
203.222.208.0,203.222.255.255,日本,,,,,
203.223.0.0,203.223.15.255,中国,,,,,
203.223.16.0,203.223.23.255,孟加拉国,,,,,
203.223.24.0,203.223.31.255,日本,,,,,
203.223.32.0,203.223.47.255,柬埔寨,,,,,
203.223.48.0,203.223.87.255,日本,,,,,
203.223.88.0,203.223.95.255,,,,亚洲网络信息中心,,
203.223.96.0,203.223.127.255,韩国,,,,,
203.223.128.0,203.223.159.255,马来西亚,,,,,
203.223.160.0,203.223.175.255,巴基斯坦,,,,,
203.223.176.0,203.223.191.255,,,,亚洲网络信息中心,,
203.223.192.0,203.223.255.255,中国,香港特别行政区,,,,
203.224.0.0,203.255.255.255,韩国,,,,,
204.0.0.0,204.39.255.255,美国,,,,,
204.40.0.0,204.47.255.255,澳大利亚,,,,,
204.48.0.0,205.178.127.255,美国,,,,,
205.178.128.0,205.178.191.255,加拿大,,,多伦多市,,
205.178.192.0,205.205.255.255,美国,,,,,
205.206.0.0,205.206.255.255,加拿大,,,,,
205.207.0.0,205.249.255.255,美国,,,,,
205.250.0.0,205.251.255.255,加拿大,,,,,
205.252.0.0,206.46.255.255,美国,,,,,
206.47.0.0,206.47.255.255,加拿大,,,,,
206.48.0.0,206.74.255.255,美国,,,,,
206.75.0.0,206.75.255.255,加拿大,,,,,
206.76.0.0,206.115.255.255,美国,,,,,
206.116.0.0,206.116.255.255,加拿大,,,,,
206.117.0.0,206.172.63.255,美国,,,,,
206.172.64.0,206.172.223.255,加拿大,,,,,
206.172.224.0,207.5.255.255,美国,,,,,
207.6.0.0,207.6.255.255,加拿大,,,,,
207.7.0.0,207.80.255.255,美国,,,,,
207.81.0.0,207.81.255.255,加拿大,,,,,
207.82.0.0,207.188.63.255,美国,,,,,
207.188.64.0,207.188.95.255,加拿大,,,,,
207.188.96.0,208.97.63.255,美国,,,,,
208.97.64.0,208.97.127.255,加拿大,,,,,
208.97.128.0,209.17.127.255,美国,,,,,
209.17.128.0,209.17.191.255,加拿大,,,,,
209.17.192.0,209.120.255.255,美国,,,,,
209.121.0.0,209.121.255.255,加拿大,,,,,
209.122.0.0,209.197.127.255,美国,,,,,
209.197.128.0,209.197.191.255,加拿大,,,,,
209.197.192.0,209.255.255.255,美国,,,,,
210.0.0.0,210.0.31.255,澳大利亚,,,,,
210.0.32.0,210.0.63.255,韩国,,,,,
210.0.64.0,210.0.127.255,澳大利亚,,,,,
210.0.128.0,210.0.255.255,中国,香港特别行政区,,,,
210.1.0.0,210.1.63.255,泰国,,,,,
210.1.64.0,210.1.143.255,菲律宾,,,,,
210.1.144.0,210.1.191.255,日本,,,,,
210.1.192.0,210.1.223.255,澳大利亚,,,,,
210.1.224.0,210.1.239.255,斯里兰卡,,,,,
210.1.240.0,210.1.255.255,中国,香港特别行政区,,,,
210.2.0.0,210.2.15.255,中国,黑龙江省,哈尔滨市,龙采科技,,
210.2.16.0,210.2.31.255,中国,黑龙江省,哈尔滨市,,,
210.2.32.0,210.2.63.255,韩国,,,,,
210.2.64.0,210.2.127.255,日本,,,,,
210.2.128.0,210.2.191.255,巴基斯坦,,,,,
210.2.192.0,210.2.255.255,日本,,,,,
210.3.0.0,210.3.255.255,中国,香港特别行政区,,,,
210.4.0.0,210.4.63.255,泰国,,,,,
210.4.64.0,210.4.79.255,孟加拉国,,,,,
210.4.80.0,210.4.87.255,澳大利亚,,,,,
210.4.88.0,210.4.95.255,,,,亚洲网络信息中心,,
210.4.96.0,210.4.127.255,菲律宾,,,,,
210.4.128.0,210.4.159.255,泰国,,,,,
210.4.160.0,210.4.191.255,日本,,,,,
210.4.192.0,210.4.207.255,美国,,,WebEx亚太区网络,,
210.4.208.0,210.4.215.255,新西兰,,,,,
210.4.216.0,210.4.223.255,,,,亚洲网络信息中心,,
210.4.224.0,210.4.239.255,澳大利亚,,,,,
210.4.240.0,210.4.255.255,,,,亚洲网络信息中心,,
210.5.0.0,210.5.11.255,中国,广东省,广州市,,,
210.5.12.0,210.5.12.255,中国,广东省,佛山市,,,
210.5.13.0,210.5.14.255,中国,广东省,佛山市,,,
210.5.15.0,210.5.15.255,中国,广东省,佛山市,,,
210.5.16.0,210.5.23.255,中国,广东省,深圳市,,,
210.5.24.0,210.5.31.255,中国,广东省,广州市,,,
210.5.32.0,210.5.39.255,澳大利亚,,,,,
210.5.40.0,210.5.47.255,,,,亚洲网络信息中心,,
210.5.48.0,210.5.55.255,新西兰,,,,,
210.5.56.0,210.5.63.255,,,,亚洲网络信息中心,,
210.5.64.0,210.5.127.255,菲律宾,,,,,
210.5.128.0,210.5.142.127,中国,湖北省,武汉市,,,
210.5.142.128,210.5.142.191,中国,湖北省,十堰市,,,
210.5.142.192,210.5.143.255,中国,湖北省,武汉市,,,
210.5.144.0,210.5.159.255,中国,上海市,上海市,,,
210.5.160.0,210.6.255.255,中国,香港特别行政区,,,,
210.7.0.0,210.7.31.255,斐济,,,,,
210.7.32.0,210.7.47.255,新西兰,,,,,
210.7.48.0,210.7.63.255,,,,亚洲网络信息中心,,
210.7.64.0,210.7.255.255,Concert,,,亚太区网络,,
210.8.0.0,210.11.255.255,澳大利亚,,,,,
210.12.0.0,210.12.2.255,中国,北京市,北京市,网通,,
210.12.3.0,210.12.3.255,中国,山东省,青岛市,网通,,
210.12.4.0,210.12.4.255,中国,河南省,郑州市,网通,,
210.12.5.0,210.12.5.255,中国,宁夏自治区,银川市,网通,,
210.12.6.0,210.12.6.255,中国,北京市,北京市,网通,,
210.12.7.0,210.12.7.255,中国,天津市,天津市,网通,,
210.12.8.0,210.12.8.255,中国,山东省,章丘市,广电网,,
210.12.9.0,210.12.9.255,中国,广东省,江门市,广电网,,
210.12.10.0,210.12.10.255,中国,广东省,汕头市,网通,,
210.12.11.0,210.12.12.255,中国,吉林省,吉林市,网通,,
210.12.13.0,210.12.13.255,中国,山西省,太原市,网通,,
210.12.14.0,210.12.14.255,中国,河北省,石家庄市,网通,,
210.12.15.0,210.12.15.255,中国,山东省,济南市,网通,,
210.12.16.0,210.12.16.63,中国,湖北省,武汉市,网通,,
210.12.16.64,210.12.16.255,中国,山东省,烟台市,网通,,
210.12.17.0,210.12.17.255,中国,山东省,威海市,网通,,
210.12.18.0,210.12.18.255,中国,广西,玉林市,网通,,
210.12.19.0,210.12.19.31,中国,陕西省,西安市,广电网,,
210.12.19.32,210.12.19.63,中国,北京市,北京市,网通,,
210.12.19.64,210.12.19.127,中国,河北省,任丘市,,,
210.12.19.128,210.12.19.159,中国,北京市,北京市,,,
210.12.19.160,210.12.19.255,中国,新疆,石河子市,网通,,
210.12.20.0,210.12.20.255,中国,湖北省,武汉市,网通,,
210.12.21.0,210.12.21.255,中国,湖北省,十堰市,网通,,
210.12.22.0,210.12.22.255,中国,湖北省,武汉市,网通,,
210.12.23.0,210.12.23.255,中国,陕西省,西安市,广电网,,
210.12.24.0,210.12.24.255,中国,辽宁省,大连市,网通,,
210.12.25.0,210.12.26.255,中国,天津市,天津市,网通,,
210.12.27.0,210.12.27.255,中国,江苏省,扬州市,网通,,
210.12.28.0,210.12.28.255,中国,吉林省,延吉市,网通,,
210.12.29.0,210.12.29.255,中国,四川省,成都市,网通,,
210.12.30.0,210.12.30.255,中国,黑龙江,哈尔滨市,网通,,
210.12.31.0,210.12.31.255,中国,陕西省,西安市,网通,,
210.12.32.0,210.12.32.255,中国,甘肃省,兰州市,网通,,
210.12.33.0,210.12.33.255,中国,新疆,乌鲁木齐市,网通,,
210.12.34.0,210.12.34.255,中国,辽宁省,鞍山市,网通,,
210.12.35.0,210.12.35.255,中国,山西省,河津市,网通,,
210.12.36.0,210.12.36.255,中国,北京市,北京市,网通,,
210.12.37.0,210.12.37.255,中国,山西省,太原市,网通,,
210.12.38.0,210.12.38.255,中国,北京市,北京市,网通,,
210.12.39.0,210.12.39.255,中国,吉林省,长春市,网通,,
210.12.40.0,210.12.40.63,中国,辽宁省,葫芦岛市,网通,,
210.12.40.64,210.12.40.127,中国,辽宁省,沈阳市,网通,,
210.12.40.128,210.12.40.255,中国,北京市,北京市,网通,,
210.12.41.0,210.12.41.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.42.0,210.12.42.255,中国,北京市,北京市,网通,,
210.12.43.0,210.12.43.255,中国,黑龙江省,大庆市,网通,,
210.12.44.0,210.12.44.255,中国,广东省,湛江市,网通,,
210.12.45.0,210.12.46.255,中国,北京市,北京市,网通,,
210.12.47.0,210.12.47.255,中国,山东省,济南市,网通,,
210.12.48.0,210.12.48.255,中国,北京市,北京市,网通,,
210.12.49.0,210.12.49.255,中国,山东省,淄博市,广电网,,
210.12.50.0,210.12.50.255,中国,吉林省,长春市,网通,,
210.12.51.0,210.12.51.255,中国,北京市,北京市,网通,,
210.12.52.0,210.12.52.255,中国,江苏省,南京市,网通,,
210.12.53.0,210.12.53.255,中国,北京市,北京市,网通,,
210.12.54.0,210.12.54.255,中国,山东省,烟台市,网通,,
210.12.55.0,210.12.55.255,中国,福建省,三明市,广电网,,
210.12.56.0,210.12.56.255,中国,广东省,佛山市,网通,,
210.12.57.0,210.12.57.255,中国,四川省,成都市,网通,,
210.12.58.0,210.12.58.255,中国,湖北省,宜昌市,网通,,
210.12.59.0,210.12.59.255,中国,湖北省,长沙市,网通,,
210.12.60.0,210.12.60.255,中国,四川省,成都市,网通,,
210.12.61.0,210.12.61.255,中国,湖北省,武汉市,网通,,
210.12.62.0,210.12.62.255,中国,四川省,成都市,网通,,
210.12.63.0,210.12.63.255,中国,湖北省,长沙市,网通,,
210.12.64.0,210.12.66.255,中国,北京市,北京市,网通,,
210.12.67.0,210.12.68.255,中国,天津市,天津市,网通,,
210.12.69.0,210.12.70.255,中国,吉林省,长春市,网通,,
210.12.71.0,210.12.71.255,中国,辽宁省,沈阳市,网通,,
210.12.72.0,210.12.72.255,中国,辽宁省,鞍山市,广电网,,
210.12.73.0,210.12.77.255,中国,北京市,北京市,网通,,
210.12.78.0,210.12.78.255,中国,吉林省,长春市,网通,,
210.12.79.0,210.12.79.255,中国,吉林省,吉林市,网通,,
210.12.80.0,210.12.83.255,中国,吉林省,延吉市,网通,,
210.12.84.0,210.12.84.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.85.0,210.12.85.255,中国,吉林省,延吉市,网通,,
210.12.86.0,210.12.86.255,中国,河南省,郑州市,网通,,
210.12.87.0,210.12.88.255,中国,湖北省,长沙市,网通,,
210.12.89.0,210.12.89.255,中国,吉林省,延吉市,网通,,
210.12.90.0,210.12.90.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.91.0,210.12.91.255,中国,辽宁省,沈阳市,网通,,
210.12.92.0,210.12.92.255,中国,辽宁省,鞍山市,网通,,
210.12.93.0,210.12.97.255,中国,黑龙江省,大庆市,网通,,
210.12.98.0,210.12.98.255,中国,陕西省,西安市,网通,,
210.12.99.0,210.12.99.255,中国,山东省,烟台市,网通,,
210.12.100.0,210.12.100.255,中国,河南省,郑州市,网通,,
210.12.101.0,210.12.101.255,中国,吉林省,延边市,网通,,
210.12.102.0,210.12.102.255,中国,山东省,青岛市,网通,,
210.12.103.0,210.12.103.255,中国,河北省,石家庄市,网通,,
210.12.104.0,210.12.104.255,中国,辽宁省,葫芦岛市,网通,,
210.12.105.0,210.12.105.255,中国,辽宁省,大连市,网通,,
210.12.106.0,210.12.109.255,中国,黑龙江省,大庆市,网通,,
210.12.110.0,210.12.111.255,中国,湖北省,长沙市,网通,,
210.12.112.0,210.12.112.255,中国,广东省,中山市,网通,,
210.12.113.0,210.12.113.255,中国,湖北省,长沙市,网通,,
210.12.114.0,210.12.114.255,中国,北京市,北京市,网通,,
210.12.115.0,210.12.115.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.116.0,210.12.116.255,中国,辽宁省,大连市,网通,,
210.12.117.0,210.12.118.255,中国,北京市,北京市,网通,,
210.12.119.0,210.12.119.255,中国,陕西省,宝鸡市,广电网,,
210.12.120.0,210.12.120.255,中国,山东省,威海市,网通,,
210.12.121.0,210.12.122.255,中国,四川省,成都市,网通,,
210.12.123.0,210.12.123.255,中国,黑龙江省,大庆市,网通,,
210.12.124.0,210.12.125.255,中国,辽宁省,大连市,网通,,
210.12.126.0,210.12.128.255,中国,辽宁省,营口市,网通,,
210.12.129.0,210.12.129.255,中国,河南省,郑州市,广电网,,
210.12.130.0,210.12.130.255,中国,湖北省,武汉市,网通,,
210.12.131.0,210.12.131.255,中国,湖北省,长沙市,网通,,
210.12.132.0,210.12.133.255,中国,北京市,北京市,网通,,
210.12.134.0,210.12.134.255,中国,广东省,珠海市,网通,,
210.12.135.0,210.12.135.255,中国,北京市,北京市,网通,,
210.12.136.0,210.12.136.255,中国,新疆,乌鲁木齐市,网通,,
210.12.137.0,210.12.137.255,中国,陕西省,西安市,网通,,
210.12.138.0,210.12.139.255,中国,北京市,北京市,网通,,
210.12.140.0,210.12.141.255,中国,四川省,绵阳市,中国工程物理研究院,,
210.12.142.0,210.12.142.255,中国,山东省,青岛市,网通,,
210.12.143.0,210.12.143.255,中国,北京市,北京市,网通,,
210.12.144.0,210.12.145.255,中国,辽宁省,大连市,中科院化学物理研究所,,
210.12.146.0,210.12.147.255,中国,山东省,青岛市,网通,,
210.12.148.0,210.12.148.255,中国,山东省,临沂市,网通,,
210.12.149.0,210.12.149.255,中国,天津市,天津市,网通,,
210.12.150.0,210.12.151.255,中国,吉林省,延吉市,网通,,
210.12.152.0,210.12.152.255,中国,河北省,秦皇岛市,网通,,
210.12.153.0,210.12.153.255,中国,陕西省,西安市,网通,,
210.12.154.0,210.12.156.255,中国,北京市,北京市,网通,,
210.12.157.0,210.12.157.255,中国,山东省,泰安市,网通,,
210.12.158.0,210.12.158.255,中国,陕西省,西安市,网通,,
210.12.159.0,210.12.159.255,中国,四川省,乐山市,网通,,
210.12.160.0,210.12.160.255,中国,北京市,北京市,网通,,
210.12.161.0,210.12.161.255,中国,甘肃省,金昌市,广电网,,
210.12.162.0,210.12.162.255,中国,四川省,绵阳市,网通,,
210.12.163.0,210.12.163.255,中国,河北省,唐山市,网通,,
210.12.164.0,210.12.164.255,中国,陕西省,西安市,网通,,
210.12.165.0,210.12.165.255,中国,山东省,德州市,网通,,
210.12.166.0,210.12.166.255,中国,北京市,北京市,网通,,
210.12.167.0,210.12.167.255,中国,山东省,济南市,网通,,
210.12.168.0,210.12.168.255,中国,四川省,绵阳市,网通,,
210.12.169.0,210.12.169.255,中国,天津市,天津市,网通,,
210.12.170.0,210.12.170.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.171.0,210.12.171.255,中国,山东省,潍坊市,网通,,
210.12.172.0,210.12.173.255,中国,天津市,天津市,网通,,
210.12.174.0,210.12.174.255,中国,黑龙江省,齐齐哈尔市,网通,,
210.12.175.0,210.12.175.255,中国,四川省,绵阳市,网通,,
210.12.176.0,210.12.178.255,中国,黑龙江省,大庆市,网通,,
210.12.179.0,210.12.179.255,中国,四川省,绵阳市,广电网,,
210.12.180.0,210.12.180.255,中国,河北省,石家庄市,网通,,
210.12.181.0,210.12.181.255,中国,辽宁省,大连市,网通,,
210.12.182.0,210.12.182.255,中国,辽宁省,丹东市,网通,,
210.12.183.0,210.12.183.255,中国,辽宁省,锦州市,网通,,
210.12.184.0,210.12.184.255,中国,吉林省,长春市,网通,,
210.12.185.0,210.12.185.255,中国,内蒙古,呼和浩特市,网通,,
210.12.186.0,210.12.186.255,中国,湖北省,长沙市,网通,,
210.12.187.0,210.12.187.255,中国,甘肃省,兰州市,网通,,
210.12.188.0,210.12.188.255,中国,,,网通,,
210.12.189.0,210.12.189.255,中国,北京市,北京市,广电网,,
210.12.190.0,210.12.191.255,中国,北京市,北京市,网通,,
210.12.192.0,210.12.192.255,中国,吉林省,长春市,网通,,
210.12.193.0,210.12.193.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.194.0,210.12.194.255,中国,山西省,太原市,网通,,
210.12.195.0,210.12.195.255,中国,山东省,济南市,网通,,
210.12.196.0,210.12.196.255,中国,吉林省,延吉市,网通,,
210.12.197.0,210.12.197.255,中国,山东省,烟台市,网通,,
210.12.198.0,210.12.198.255,中国,辽宁省,沈阳市,网通,,
210.12.199.0,210.12.199.255,中国,,,网通,,
210.12.200.0,210.12.200.255,中国,河北省,唐山市,网通,,
210.12.201.0,210.12.201.255,中国,湖北省,长沙市,网通,,
210.12.202.0,210.12.203.255,中国,吉林省,吉林市,网通,,
210.12.204.0,210.12.204.255,中国,青海省,西宁市,网通,,
210.12.205.0,210.12.205.255,中国,湖北省,长沙市,网通,,
210.12.206.0,210.12.206.255,中国,黑龙江省,牡丹江市,网通,,
210.12.207.0,210.12.207.255,中国,河北省,保定市,网通,,
210.12.208.0,210.12.208.255,中国,黑龙江省,黑河市,网通,,
210.12.209.0,210.12.209.255,中国,青海省,西宁市,网通,,
210.12.210.0,210.12.213.255,中国,天津市,天津市,网通,,
210.12.214.0,210.12.214.255,中国,湖北省,长沙市,网通,,
210.12.215.0,210.12.215.255,中国,山东省,烟台市,网通,,
210.12.216.0,210.12.216.255,中国,青海省,西宁市,网通,,
210.12.217.0,210.12.217.255,中国,山东省,济南市,网通,,
210.12.218.0,210.12.218.255,中国,宁夏自治区,银川市,网通,,
210.12.219.0,210.12.219.255,中国,西藏自治区,拉萨市,网通,,
210.12.220.0,210.12.220.255,中国,辽宁省,锦州市,网通,,
210.12.221.0,210.12.221.255,中国,黑龙江省,哈尔滨市,网通,,
210.12.222.0,210.12.222.255,中国,四川省,绵阳市,广电网,,
210.12.223.0,210.12.223.255,中国,宁夏自治区,银川市,网通,,
210.12.224.0,210.12.225.255,中国,北京市,北京市,网通,,
210.12.226.0,210.12.227.255,中国,北京市,北京市,广电网,,
210.12.228.0,210.12.228.255,中国,新疆,乌鲁木齐市,广电网,,
210.12.229.0,210.12.229.255,中国,江苏省,江阴市,广电网,,
210.12.230.0,210.12.230.255,中国,四川省,成都市,广电网,,
210.12.231.0,210.12.231.255,中国,陕西省,西安市,网通,,
210.12.232.0,210.12.233.255,中国,北京市,北京市,网通,,
210.12.234.0,210.12.234.255,中国,陕西省,咸阳市,网通,,
210.12.235.0,210.12.235.255,中国,河北省,保定市,金融专科学校,,
210.12.236.0,210.12.236.255,中国,湖北省,宜昌市,网通,,
210.12.237.0,210.12.237.255,中国,湖北省,长沙市,网通,,
210.12.238.0,210.12.238.255,中国,河北省,唐山市,网通,,
210.12.239.0,210.12.239.255,中国,山东省,潍坊市,网通,,
210.12.240.0,210.12.245.255,中国,北京市,北京市,网通,,
210.12.246.0,210.12.246.255,中国,山东省,威海市,网通,,
210.12.247.0,210.12.247.255,中国,宁夏自治区,银川市,网通,,
210.12.248.0,210.12.248.255,中国,四川省,乐山市,广电网,,
210.12.249.0,210.12.252.255,中国,黑龙江省,大庆市,网通,,
210.12.253.0,210.12.253.255,中国,陕西省,咸阳市,网通,,
210.12.254.0,210.12.254.255,中国,广西,玉林市,广电网,,
